sifra/broj_leta/datum_i_vreme_polaska/datum_i_vreme_dolaska/zauzetost
0011/aa03/2023-01-27 20:12:00/2023-01-28 08:43:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0012/aa03/2023-01-28 20:12:00/2023-01-29 08:43:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0013/aa04/2023-01-24 23:44:00/2023-01-25 10:21:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0014/aa04/2023-01-26 23:44:00/2023-01-27 10:21:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0015/aa04/2023-01-28 23:44:00/2023-01-29 10:21:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0016/aa05/2023-01-24 09:32:00/2023-01-24 13:12:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0017/aa05/2023-01-25 09:32:00/2023-01-25 13:12:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0018/aa05/2023-01-26 09:32:00/2023-01-26 13:12:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0019/aa06/2023-01-24 04:58:00/2023-01-24 07:01:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0020/aa06/2023-01-25 04:58:00/2023-01-25 07:01:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
